time_unix,CPU usage [%],terraform-worker-3:9100_memory_percentage,terraform-worker-3:8080_network
1715002717,5.26491228069909,13.9729884821699,0
1715002727,5.24736842105529,13.9545950748794,0
1715002737,5.24736842105529,13.9545950748794,0
1715002747,5.15263157894696,13.9296752974514,0
1715002757,5.02105263157958,13.9061838670332,0
1715002767,5.02105263157958,13.9061838670332,0
1715002777,4.99824561403841,13.8884183320709,0
1715002787,4.88036800129207,13.8701625063663,0
1715002797,4.88036800129207,13.8701625063663,0
1715002807,4.75472015887617,13.8555688523294,0
1715002817,4.75263157894696,13.8418031892913,0
1715002827,4.75263157894696,13.8418031892913,0
1715002837,4.89682492342595,13.8252508737681,0
1715002847,4.91370145158365,13.8080631814666,0
1715002857,4.91370145158365,13.8080631814666,0
1715002867,4.95789473684291,13.7912607176055,0
1715002877,4.9192982456136,13.7724695744577,0
1715002887,4.9192982456136,13.7724695744577,0
1715002897,5.00843862609837,13.7467993520157,0
1715002907,5.01929824561319,13.7420215187606,0
1715002917,5.01929824561319,13.7420215187606,0
1715002927,5.0996670163745,13.7426944177898,0
1715002937,5.07543859649101,13.7436599903743,0
1715002947,5.07543859649101,13.7436599903743,0
1715002957,5.13333333333275,13.7472721323745,0
1715002967,5.0698423503259,13.7490957137582,0
1715002977,5.0698423503259,13.7490957137582,0
1715002987,5.13650925091029,13.7510843930451,0
1715002997,5.09298245613996,13.755689623947,0
1715003007,5.09298245613996,13.755689623947,0
1715003017,5.12138553899728,13.7563850363265,0
1715003027,5.04068406777767,13.7568528137186,0
1715003037,5.04068406777767,13.7568528137186,0
1715003047,5.05438596491148,13.7564625823113,0
1715003057,5.00526315789127,13.7583061755621,0
1715003067,5.00526315789127,13.7583061755621,0
1715003077,5.09473684210686,13.7659206909698,0
1715003087,5.09440384001332,13.77367779093,0
1715003097,5.09440384001332,13.77367779093,0
1715003107,4.98421052631865,13.783020831353,0
1715003117,5.05931599759987,13.7904302251235,0
1715003127,5.05931599759987,13.7904302251235,0
1715003137,5.0105263157874,13.7940123493231,0
1715003147,5.11228070175014,13.8033028585951,0
1715003157,5.11228070175014,13.8033028585951,0
1715003167,5.14210526315854,13.8119679970222,0
