time_unix,CPU usage [%],terraform-worker-2:9100_memory_percentage,terraform-worker-2:8080_network
1715002717,4.69440243650142,14.1500393232794,0
1715002727,4.63366795204168,14.1624341610233,0
1715002737,4.59615647774185,14.1754618734291,0
1715002747,4.59615647774185,14.1754618734291,47.3924202028256
1715002757,4.26140350877133,14.1880543281623,36.0009085402786
1715002767,4.21403508771787,14.1993660246866,0
1715002777,4.21403508771787,14.1993660246866,0
1715002787,4.16106723181466,14.2116482957911,0
1715002797,4.15964912280987,14.2238930446825,33.3115135646229
1715002807,4.15964912280987,14.2238930446825,43.3127644986642
1715002817,4.12982456140376,14.2415009685734,39.7190182984997
1715002827,4.06140350877335,14.2556493444119,39.7190182984997
1715002837,4.06140350877335,14.2556493444119,0
1715002847,4.00877192982252,14.2673037438164,37.8848977397274
1715002857,4.12105263158016,14.2757937699118,46.4338216657373
1715002867,4.12105263158016,14.2757937699118,35.3367795694777
1715002877,4.09014673580749,14.2876332789011,0
1715002887,4.08771929824601,14.3004433624706,0
1715002897,4.08771929824601,14.3004433624706,0
1715002907,4.09473684210546,14.3128707194659,0
1715002917,4.08947368421113,14.3233644317436,0
1715002927,4.08947368421113,14.3233644317436,0
1715002937,4.07894736842167,14.3341583217265,0
1715002947,4.07017543859547,14.3422731256904,0
1715002957,4.07017543859547,14.3422731256904,0
1715002967,4.0912280701742,14.35037542225,59.2536003198917
1715002977,4.08839236216271,14.3629628740214,61.0666666666667
1715002987,4.08839236216271,14.3629628740214,44.1229157577995
1715002997,4.06909425197056,14.3708725565535,61.4785731064801
1715003007,4.07159323366248,14.3892209187839,42.6627996465206
1715003017,4.07159323366248,14.3892209187839,1.42860058368538
1715003027,4.11929824561197,14.4042848366233,47.1585837548349
1715003037,4.07368421052853,14.4195013447961,35.6680731364276
1715003047,4.07368421052853,14.4195013447961,54.5399175541051
1715003057,4.10877192982785,14.4345727670781,45.8
1715003067,4.07685641002598,14.4388452964155,38.3761364112447
1715003077,4.07685641002598,14.4388452964155,0
1715003087,4.11929824561484,14.4432654131246,0
1715003097,4.20350877193263,14.434555256712,0
1715003107,4.20350877193263,14.434555256712,0
1715003117,4.20593539694238,14.4242966836367,41.4110161343892
1715003127,4.18771929824752,14.4088525407041,1.07740094022834
1715003137,4.18771929824752,14.4088525407041,1.7489926124916
1715003147,4.02105263157658,14.3888532010951,42.9783442902362
1715003157,4.13650574212645,14.3724885131998,54.3856975894814
1715003167,4.13650574212645,14.3724885131998,44.0744137914815
1715003177,4.10559962947156,14.3566316259225,47.2916583582586
1715003187,4.09156459100162,14.3398992203384,0
1715003197,4.09156459100162,14.3398992203384,0
1715003207,4.10526315789093,14.323984799001,0
1715003217,4.11754385964814,14.3082404783632,0
1715003227,4.11754385964814,14.3082404783632,0
1715003237,4.14419598527769,14.292321054064,33.1607718205843
1715003247,4.10701754386235,14.2765517186174,0
1715003257,4.10701754386235,14.2765517186174,0
1715003267,4.09757261454407,14.2606873268975,0
1715003277,4.10634460592649,14.2456784416374,0
1715003287,4.10634460592649,14.2456784416374,35.7728657345935
1715003297,4.09540985677271,14.2306595504539,51.5272543173764
1715003307,4.12280701754594,14.2171990818565,40.6665972886314
1715003317,4.12280701754594,14.2171990818565,1148.9489922668
1715003327,4.30701754386176,14.209256880073,5348.87946680486
1715003337,4.58421052631597,14.2051719618014,5245.75022461815
1715003347,4.58421052631597,14.2051719618014,7116.99806689688
1715003357,4.5655819959166,14.2026679794438,5877.60367919975
1715003367,4.53684210526136,14.2044265205001,5197.9276532237
1715003377,4.53684210526136,14.2044265205001,0
1715003387,4.4248967547446,14.205342062501,0
1715003397,4.44143467673398,14.2075283567872,0
1715003407,4.44143467673398,14.2075283567872,0
1715003417,4.38245614034945,14.2111505010966,0
1715003427,4.43333333333597,14.2143048684821,0
1715003437,4.43333333333597,14.2143048684821,0
1715003447,4.29264664086665,14.2191902606343,52.4920183577771
1715003457,4.41612485570386,14.2299291180379,41.8903392361852
1715003467,4.41612485570386,14.2299291180379,54.9192845459071
1715003477,4.46491228070484,14.2375661391544,40.4808202227329
1715003487,4.52489640387425,14.2446553359589,40.4808202227329
1715003497,4.52489640387425,14.2446553359589,0
1715003507,4.59298245614137,14.2521597785889,0
1715003517,4.98036835216981,14.2609274690617,0
1715003527,4.98036835216981,14.2609274690617,0
1715003537,5.88771929824378,14.2706157044971,0
1715003547,7.15679188216325,14.279520976418,0
1715003557,7.15679188216325,14.279520976418,33267.2016669828
1715003567,8.66491228070237,14.2892317251813,38658.9373906961
1715003577,9.20111720081941,14.2948525527112,48651.9419377405
1715003587,9.20111720081941,14.2948525527112,47668.7413402538
1715003597,9.68245614034866,14.3052462057538,31854.9128049596
1715003607,10.114035087717,14.3137987688712,31854.9128049596
1715003617,10.114035087717,14.3137987688712,23031.4034234155
1715003627,10.3543859649086,14.3231192866177,23261.5356966348
1715003637,10.9870946462772,14.3337630877479,23261.5356966348
1715003647,10.9870946462772,14.3337630877479,23513.0083127387
1715003657,11.5526315789454,14.3438165393913,23721.6754203999
